;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
218;DZ;Male;25+;Ever Marr;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
219;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
220;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
221;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
222;DZ;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
223;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
224;TN;Female;25+;Never Mar;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
225;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
226;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;formal
227;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
228;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
229;LB;Male;20 - 24;Never Mar;Urban;Primary;non manua;Yes;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
231;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
233;DZ;Male;25+;Never Mar;Rural;Higher;non manua;Yes;No educati;Yes;Non;Completel;Yes;Non;yes;No;Oui;Non;formal
234;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
235;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;No educati;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
236;LB;Female;25+;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
237;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
238;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
239;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
240;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;formal
241;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
242;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
243;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
244;TN;Male;25+;Ever Marr;Urban;Middle;non manua;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
246;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
247;LB;Female;20 - 24;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
248;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
249;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
250;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Completel;Yes;Non;No;yes;Non;Non;formal
251;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;formal
252;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
253;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
254;DZ;Male;25+;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Completel;Yes;Non;yes;yes;Non;Non;formal
255;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Completel;No;Non;No;No;Oui;Oui;formal
256;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Non;Completel;Yes;Non;yes;yes;Oui;Non;formal
257;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
258;TN;Male;25+;Never Mar;Rural;Higher;manual t;No;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;formal
259;LB;Female;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;No;Non;Non;formal
260;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
261;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
262;DZ;Female;20 - 24;Never Mar;Rural;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
263;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
264;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Higher;No;Non;Completel;Yes;Non;No;No;Non;Non;formal
265;LB;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
267;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
268;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
269;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
270;DZ;Female;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Completel;No;Non;yes;No;Oui;Oui;formal
271;LB;Female;25+;Never Mar;Urban;Secondary;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
272;EG;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
273;LB;Female;25+;Never Mar;Rural;Higher;manual t;Yes;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;formal
274;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
275;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
276;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
277;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
278;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
279;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Oui;formal
281;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
282;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
283;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
284;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
285;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
286;DZ;Female;25+;Never Mar;Rural;Higher;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;formal
287;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
288;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
289;TN;Female;25+;Never Mar;Urban;No educati;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;formal
290;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
291;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Completel;No;Non;yes;yes;Non;Non;formal
292;LB;Female;20 - 24;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
294;DZ;Female;25+;Never Mar;Rural;Higher;non manua;Yes;No educati;No;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;formal
295;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
296;TN;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
297;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
298;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
299;DZ;Female;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
300;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
302;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
303;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
304;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
305;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;formal
306;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
307;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
308;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
309;LB;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
310;LB;Male;25+;Ever Marr;Urban;Middle;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
311;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
312;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
313;DZ;Female;20 - 24;Ever Marr;Urban;Middle;manual t;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
315;DZ;Male;25+;Never Mar;Rural;Middle;non manua;Yes;Primary;Yes;Non;Completel;No;Non;yes;No;Non;Non;formal
316;LB;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
317;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
318;EG;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;formal
319;LB;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
321;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
322;EG;Male;25+;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
323;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
325;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
326;EG;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
327;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
328;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
329;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
330;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
331;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
333;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
334;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
336;LB;Male;25+;Never Mar;Urban;Higher;manual t;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
337;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;No;Non;No;yes;Non;Non;formal
338;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;No;No;Oui;Non;formal
340;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
341;DZ;Female;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
342;DZ;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
343;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
344;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;formal
345;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
346;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
347;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
348;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
349;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
350;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
351;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Oui;Oui;formal
352;TN;Male;25+;Ever Marr;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
354;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
355;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
356;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Higher;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
357;EG;Male;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
359;TN;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
360;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
361;DZ;Male;25+;Never Mar;Urban;Middle;manual t;Yes;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
362;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;yes;Oui;Oui;formal
363;LB;Female;25+;Ever Marr;Rural;Higher;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
364;DZ;Male;25+;Ever Marr;Urban;Middle;manual t;No;No educati;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
365;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
367;LB;Female;25+;Never Mar;Rural;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
369;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Completel;No;Non;No;No;Oui;Oui;formal
370;DZ;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
371;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
372;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
373;LB;Female;20 - 24;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
374;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
375;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
377;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
378;EG;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;formal
379;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
380;TN;Female;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
382;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
383;DZ;Male;25+;Ever Marr;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;formal
384;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Non;Oui;formal
385;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Completel;No;Non;No;No;Non;Non;formal
386;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;formal
388;DZ;Male;25+;Ever Marr;Rural;Secondary;non manua;Yes;Primary;Yes;Non;Completel;Yes;Non;No;yes;Non;Non;formal
389;EG;Male;25+;Ever Marr;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
390;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
391;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
392;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
393;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Oui;formal
394;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
395;LB;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Non;Oui;formal
396;LB;Male;25+;Never Mar;Rural;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
397;EG;Female;20 - 24;Never Mar;Rural;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
398;TN;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
399;EG;Female;20 - 24;Ever Marr;Rural;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
400;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
401;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
402;LB;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
403;TN;Female;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
404;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Non;formal
405;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;yes;No;Non;Non;formal
406;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
407;EG;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
408;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
409;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;formal
410;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
411;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
413;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
414;DZ;Male;25+;Ever Marr;Rural;Higher;non manua;Yes;Primary;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
415;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Oui;formal
416;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
418;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
420;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
421;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
422;EG;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
423;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
424;EG;Male;20 - 24;Ever Marr;Urban;Primary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
425;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
426;DZ;Male;20 - 24;Never Mar;Rural;Secondary;manual t;Yes;No educati;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
427;DZ;Male;25+;Never Mar;Rural;Secondary;manual t;No;Primary;Yes;Non;Completel;No answer;Non;No;No;Non;Non;formal
428;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
429;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
430;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
432;DZ;Male;25+;Ever Marr;Urban;Primary;non manua;Yes;Primary;No;Oui;Completel;Yes;Non;No;No;Non;Non;formal
433;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
434;EG;Male;20 - 24;Ever Marr;Urban;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
435;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
436;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
437;DZ;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
