;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
1839;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
860;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Oui;formal
1613;EG;Female;25+;Ever Marr;Rural;Higher;non manua;No;Secondary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1139;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1480;TN;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;informal
2276;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
15;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
2337;EG;Male;20 - 24;Never Mar;Urban;Primary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
575;DZ;Male;25+;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Oui;Completel;Yes;Non;yes;No;Non;Oui;formal
462;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
942;TN;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
351;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Oui;Oui;formal
2176;LB;Male;<= 19;Never Mar;Rural;Secondary;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1899;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
1929;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
2528;LB;Male;25+;Ever Marr;Urban;Higher;manual t;Yes;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1001;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
430;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
1132;DZ;Female;25+;Ever Marr;Urban;Primary;manual t;No;No educati;Yes;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
1879;LB;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2335;EG;Female;25+;Never Mar;Rural;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2296;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
1307;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2366;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
294;DZ;Female;25+;Never Mar;Rural;Higher;non manua;Yes;No educati;No;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;formal
980;EG;Female;20 - 24;Ever Marr;Rural;No educati;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2562;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2304;TN;Male;<= 19;Never Mar;Urban;Primary;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
468;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1766;LB;Male;<= 19;Never Mar;Rural;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
403;TN;Female;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
1340;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
9;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;formal
2157;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
355;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
342;DZ;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
480;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
120;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2526;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
137;DZ;Male;25+;Never Mar;Urban;Higher;non manua;Yes;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
902;LB;Male;25+;Never Mar;Rural;Higher;non manua;No;Higher;No;Non;Not at al;No;Non;yes;No;Non;Non;formal
1915;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
863;TN;Female;<= 19;Never Mar;Rural;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
1498;DZ;Male;25+;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;informal
2060;EG;Male;20 - 24;Never Mar;Urban;No educati;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2569;LB;Male;<= 19;Never Mar;Urban;No educati;non manua;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
131;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
2465;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Completel;No;Non;No;yes;Non;Non;informal
1801;TN;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2773;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
999;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;No educati;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
1565;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
756;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;formal
2742;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2193;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Higher;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
2734;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
347;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
663;DZ;Female;25+;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1144;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1057;TN;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1037;EG;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2615;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1824;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
619;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
99;EG;Female;25+;Ever Marr;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
775;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Completel;Yes;Non;No;yes;Non;Non;formal
1959;EG;Female;25+;Ever Marr;Rural;No educati;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2868;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
1869;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;Higher;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
2308;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2440;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2710;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2407;LB;Female;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Middle;No;Non;Completel;No;Non;No;No;Non;Non;informal
608;EG;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2044;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
2705;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
553;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
410;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2687;LB;Male;20 - 24;Never Mar;Rural;Middle;non manua;Yes;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2678;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
305;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;formal
80;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Secondary;Yes;Non;Completel;No;Non;No;No;Non;Non;formal
2513;LB;Female;25+;Never Mar;Rural;Higher;manual t;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
2503;EG;Male;20 - 24;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
72;LB;Female;25+;Ever Marr;Urban;Middle;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1140;EG;Male;20 - 24;Never Mar;Urban;No educati;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
911;TN;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
388;DZ;Male;25+;Ever Marr;Rural;Secondary;non manua;Yes;Primary;Yes;Non;Completel;Yes;Non;No;yes;Non;Non;formal
1567;LB;Male;<= 19;Never Mar;Rural;Primary;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1574;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
560;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
2700;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
761;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Oui;formal
2161;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2196;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1760;EG;Male;<= 19;Never Mar;Urban;No educati;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
304;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
2003;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
231;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
831;TN;Female;20 - 24;Never Mar;Rural;Primary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
172;EG;Female;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1375;EG;Male;20 - 24;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
624;LB;Female;25+;Never Mar;Urban;Secondary;manual t;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;formal
425;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
600;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
1212;TN;Female;25+;Ever Marr;Urban;Primary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2059;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1505;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
223;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
629;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
770;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Middle;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
1381;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
662;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
580;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
346;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
679;EG;Female;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
2557;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;informal
2767;LB;Female;25+;Ever Marr;Urban;Higher;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
68;DZ;Female;25+;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
653;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
939;EG;Female;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Non;formal
234;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2362;EG;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;informal
1815;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
885;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
992;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2887;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
892;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
183;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
1481;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
588;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
966;LB;Female;20 - 24;Ever Marr;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
286;DZ;Female;25+;Never Mar;Rural;Higher;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;formal
566;DZ;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2291;LB;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2514;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2651;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
2568;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
943;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;formal
1941;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
25;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;No;Non;Non;formal
1601;TN;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
492;EG;Male;25+;Never Mar;Rural;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
1234;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Completel;No;Non;yes;yes;Non;Non;informal
429;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
1492;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
603;EG;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
2046;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2890;EG;Female;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
94;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
1635;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
1368;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;Secondary;Yes;Non;Completel;No;Non;yes;yes;Non;Non;informal
1483;LB;Male;<= 19;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1396;LB;Female;<= 19;Never Mar;Urban;Secondary;manual t;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1679;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2029;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
302;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1965;DZ;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2984;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Completel;Yes;Non;yes;yes;Non;Non;informal
2438;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2694;LB;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1849;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
2838;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1499;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
482;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1519;TN;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;No;Non;Non;informal
2604;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2616;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
512;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
88;LB;Female;25+;Never Mar;Urban;Secondary;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;formal
1380;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
38;DZ;Female;20 - 24;Never Mar;Rural;Secondary;manual t;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1241;LB;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1067;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2671;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
428;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
254;DZ;Male;25+;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Completel;Yes;Non;yes;yes;Non;Non;formal
1607;EG;Male;25+;Never Mar;Rural;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1359;DZ;Female;25+;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
809;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Completel;No;Non;yes;yes;Oui;Oui;formal
1510;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Completel;Yes;Non;yes;No;Non;Non;informal
771;EG;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
2527;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1878;LB;Female;20 - 24;Ever Marr;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
343;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
236;LB;Female;25+;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2556;LB;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1933;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2958;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2821;LB;Female;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1298;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
1152;EG;Male;25+;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2361;DZ;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
216;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
2120;DZ;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1837;EG;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
